2025-09-07 22:16:18,695 | INFO | CART | ADD | 307 | /add/10 | 
2025-09-07 22:46:12,316 | INFO | PAYMENT | SUCCESS | 148 | /checkout | 
2025-09-07 22:46:13,999 | INFO | PAYMENT | SUCCESS | 987 | /checkout | 
2025-09-07 22:46:15,226 | INFO | PAYMENT | SUCCESS | 936 | /checkout | 
2025-09-07 22:46:17,819 | INFO | PAYMENT | FAILED | 579 | /checkout | Transaction declined
2025-09-07 22:46:18,663 | INFO | PAYMENT | SUCCESS | 177 | /checkout | 
2025-09-07 22:46:21,344 | INFO | PAYMENT | FAILED | 341 | /checkout | Transaction declined
2025-09-07 22:46:22,674 | INFO | PAYMENT | FAILED | 951 | /checkout | Transaction declined
2025-09-07 22:46:23,321 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 22:46:25,322 | INFO | CART | ADD | 849 | /add/11 | 
2025-09-07 22:46:27,311 | INFO | PAYMENT | FAILED | 432 | /checkout | Transaction declined
2025-09-07 22:46:28,820 | INFO | CART | ADD | 854 | /add/1 | 
2025-09-07 22:46:30,126 | INFO | CART | ADD | 494 | /add/11 | 
2025-09-07 22:46:31,244 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 22:46:33,936 | INFO | CART | ADD | 529 | /add/2 | 
2025-09-07 22:46:36,209 | INFO | PAYMENT | SUCCESS | 435 | /checkout | 
2025-09-07 22:46:37,393 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 22:46:38,508 | INFO | CART | ADD | 753 | /add/7 | 
2025-09-07 22:46:40,791 | INFO | PAYMENT | SUCCESS | 942 | /checkout | 
2025-09-07 22:46:43,416 | INFO | PAYMENT | SUCCESS | 777 | /checkout | 
2025-09-07 22:46:45,868 | INFO | PAYMENT | SUCCESS | 585 | /checkout | 
2025-09-07 22:46:47,742 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 22:46:50,711 | INFO | PAYMENT | FAILED | 682 | /checkout | Transaction declined
2025-09-07 22:46:53,138 | INFO | CART | ADD | 483 | /add/11 | 
2025-09-07 22:46:54,057 | INFO | PAYMENT | SUCCESS | 457 | /checkout | 
2025-09-07 22:46:54,993 | INFO | PAYMENT | SUCCESS | 237 | /checkout | 
2025-09-07 22:46:57,178 | INFO | CART | ADD | 862 | /add/11 | 
2025-09-07 22:46:58,725 | INFO | PAYMENT | FAILED | 922 | /checkout | Transaction declined
2025-09-07 22:46:59,355 | INFO | PAYMENT | SUCCESS | 155 | /checkout | 
2025-09-07 22:47:00,091 | INFO | CART | ADD | 873 | /add/5 | 
2025-09-07 22:47:00,810 | INFO | PAYMENT | SUCCESS | 134 | /checkout | 
2025-09-07 22:47:02,449 | INFO | PAYMENT | SUCCESS | 197 | /checkout | 
2025-09-07 22:47:04,025 | INFO | PAYMENT | FAILED | 636 | /checkout | Transaction declined
2025-09-07 22:47:06,191 | INFO | PAYMENT | SUCCESS | 240 | /checkout | 
2025-09-07 22:47:18,822 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 22:47:20,051 | INFO | PAYMENT | SUCCESS | 958 | /checkout | 
2025-09-07 22:47:22,782 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 22:47:23,622 | INFO | PAYMENT | SUCCESS | 795 | /checkout | 
2025-09-07 22:47:26,432 | INFO | PAYMENT | SUCCESS | 647 | /checkout | 
2025-09-07 22:47:28,395 | INFO | PAYMENT | FAILED | 106 | /checkout | Transaction declined
2025-09-07 22:47:29,468 | INFO | PAYMENT | SUCCESS | 890 | /checkout | 
2025-09-07 22:47:31,924 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 22:47:32,915 | INFO | PAYMENT | SUCCESS | 812 | /checkout | 
2025-09-07 22:47:34,868 | INFO | PAYMENT | FAILED | 316 | /checkout | Transaction declined
2025-09-07 22:47:36,220 | INFO | PAYMENT | SUCCESS | 192 | /checkout | 
2025-09-07 22:47:37,906 | INFO | PAYMENT | FAILED | 779 | /checkout | Transaction declined
2025-09-07 22:47:39,769 | INFO | PAYMENT | SUCCESS | 107 | /checkout | 
2025-09-07 22:47:42,073 | INFO | PAYMENT | SUCCESS | 564 | /checkout | 
2025-09-07 22:47:43,159 | INFO | PAYMENT | SUCCESS | 857 | /checkout | 
2025-09-07 22:47:43,730 | INFO | PAYMENT | SUCCESS | 660 | /checkout | 
2025-09-07 22:47:44,297 | INFO | PAYMENT | SUCCESS | 150 | /checkout | 
2025-09-07 22:47:45,606 | INFO | PAYMENT | FAILED | 532 | /checkout | Transaction declined
2025-09-07 22:47:48,528 | INFO | CART | ADD | 620 | /add/6 | 
2025-09-07 22:47:50,351 | INFO | PAYMENT | FAILED | 377 | /checkout | Transaction declined
2025-09-07 22:47:50,866 | INFO | CART | ADD | 283 | /add/10 | 
2025-09-07 22:47:52,198 | INFO | PAYMENT | FAILED | 227 | /checkout | Transaction declined
2025-09-07 22:47:54,607 | INFO | PAYMENT | SUCCESS | 612 | /checkout | 
2025-09-07 22:47:57,224 | INFO | PAYMENT | SUCCESS | 984 | /checkout | 
2025-09-07 22:47:58,904 | INFO | PAYMENT | FAILED | 836 | /checkout | Transaction declined
2025-09-07 22:48:01,521 | INFO | PAYMENT | SUCCESS | 939 | /checkout | 
2025-09-07 22:48:04,514 | INFO | PAYMENT | FAILED | 483 | /checkout | Transaction declined
2025-09-07 22:48:05,408 | INFO | PAYMENT | SUCCESS | 139 | /checkout | 
2025-09-07 22:48:07,054 | INFO | CART | ADD | 957 | /add/11 | 
2025-09-07 22:48:09,665 | INFO | PAYMENT | SUCCESS | 255 | /checkout | 
2025-09-07 22:48:11,427 | INFO | PAYMENT | SUCCESS | 860 | /checkout | 
2025-09-07 22:48:13,932 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 22:48:15,961 | INFO | CART | ADD | 590 | /add/9 | 
2025-09-07 22:48:17,656 | INFO | PAYMENT | SUCCESS | 605 | /checkout | 
2025-09-07 22:48:20,039 | INFO | PAYMENT | FAILED | 85 | /checkout | Transaction declined
2025-09-07 22:48:20,577 | INFO | PAYMENT | FAILED | 407 | /checkout | Transaction declined
2025-09-07 22:48:23,512 | INFO | PAYMENT | SUCCESS | 662 | /checkout | 
2025-09-07 22:48:24,275 | INFO | PAYMENT | FAILED | 538 | /checkout | Transaction declined
2025-09-07 22:48:27,006 | INFO | PAYMENT | SUCCESS | 980 | /checkout | 
2025-09-07 22:48:28,633 | INFO | PAYMENT | SUCCESS | 310 | /checkout | 
2025-09-07 22:48:30,396 | INFO | PAYMENT | SUCCESS | 444 | /checkout | 
2025-09-07 22:48:31,353 | INFO | CART | ADD | 520 | /add/10 | 
2025-09-07 22:48:32,557 | INFO | PAYMENT | SUCCESS | 314 | /checkout | 
2025-09-07 22:48:34,366 | INFO | PAYMENT | SUCCESS | 539 | /checkout | 
2025-09-07 22:48:36,303 | INFO | PAYMENT | SUCCESS | 738 | /checkout | 
2025-09-07 22:48:37,250 | INFO | PAYMENT | FAILED | 781 | /checkout | Transaction declined
2025-09-07 22:48:38,082 | INFO | PAYMENT | SUCCESS | 451 | /checkout | 
2025-09-07 22:48:39,063 | INFO | PAYMENT | SUCCESS | 121 | /checkout | 
2025-09-07 22:48:41,665 | INFO | PAYMENT | SUCCESS | 302 | /checkout | 
2025-09-07 22:48:43,680 | INFO | CART | ADD | 204 | /add/8 | 
2025-09-07 22:48:44,943 | INFO | PAYMENT | SUCCESS | 774 | /checkout | 
2025-09-07 22:48:47,665 | INFO | PAYMENT | FAILED | 796 | /checkout | Transaction declined
2025-09-07 22:48:49,385 | INFO | PAYMENT | SUCCESS | 961 | /checkout | 
2025-09-07 22:48:50,612 | INFO | PAYMENT | SUCCESS | 893 | /checkout | 
2025-09-07 22:48:51,558 | INFO | PAYMENT | SUCCESS | 166 | /checkout | 
2025-09-07 22:48:53,481 | INFO | CART | ADD | 50 | /add/1 | Unusually low amount - possible testing
2025-09-07 22:48:55,779 | INFO | PAYMENT | SUCCESS | 218 | /checkout | 
2025-09-07 22:48:57,301 | INFO | PAYMENT | SUCCESS | 669 | /checkout | 
2025-09-07 22:48:59,096 | INFO | PAYMENT | SUCCESS | 375 | /checkout | 
2025-09-07 22:49:01,836 | INFO | CART | ADD | 994 | /add/11 | 
2025-09-07 22:49:04,762 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 22:49:05,509 | INFO | PAYMENT | SUCCESS | 204 | /checkout | 
2025-09-07 22:49:08,396 | INFO | PAYMENT | SUCCESS | 541 | /checkout | 
2025-09-07 22:49:09,988 | INFO | CART | ADD | 376 | /add/1 | 
2025-09-07 22:49:10,982 | INFO | PAYMENT | FAILED | 965 | /checkout | Transaction declined
2025-09-07 22:49:13,570 | INFO | PAYMENT | SUCCESS | 816 | /checkout | 
2025-09-07 22:49:15,536 | INFO | PAYMENT | SUCCESS | 669 | /checkout | 
2025-09-07 22:49:18,343 | INFO | PAYMENT | SUCCESS | 560 | /checkout | 
2025-09-07 22:49:19,616 | INFO | PAYMENT | SUCCESS | 650 | /checkout | 
2025-09-07 22:49:22,362 | INFO | PAYMENT | SUCCESS | 187 | /checkout | 
2025-09-07 22:49:24,329 | INFO | CART | ADD | 415 | /add/2 | 
2025-09-07 22:49:27,177 | INFO | CART | ADD | 50 | /add/1 | Unusually low amount - possible testing
2025-09-07 22:49:29,789 | INFO | CART | ADD | 314 | /add/2 | 
2025-09-07 22:49:31,617 | INFO | PAYMENT | SUCCESS | 57 | /checkout | 
2025-09-07 22:49:34,179 | INFO | PAYMENT | SUCCESS | 846 | /checkout | 
2025-09-07 22:49:36,727 | INFO | PAYMENT | FAILED | 829 | /checkout | Transaction declined
2025-09-07 22:49:38,121 | INFO | CART | ADD | 789 | /add/10 | 
2025-09-07 22:49:40,286 | INFO | PAYMENT | FAILED | 358 | /checkout | Transaction declined
2025-09-07 22:49:41,727 | INFO | PAYMENT | FAILED | 751 | /checkout | Transaction declined
2025-09-07 22:49:43,961 | INFO | PAYMENT | SUCCESS | 479 | /checkout | 
2025-09-07 22:49:44,658 | INFO | PAYMENT | FAILED | 491 | /checkout | Transaction declined
2025-09-07 22:49:46,165 | INFO | PAYMENT | SUCCESS | 646 | /checkout | 
2025-09-07 22:49:47,465 | INFO | PAYMENT | SUCCESS | 492 | /checkout | 
2025-09-07 22:49:50,349 | INFO | CART | ADD | 210 | /add/6 | 
2025-09-07 22:49:52,145 | INFO | PAYMENT | SUCCESS | 68 | /checkout | 
2025-09-07 22:49:53,542 | INFO | PAYMENT | SUCCESS | 731 | /checkout | 
2025-09-07 22:49:55,723 | INFO | PAYMENT | SUCCESS | 603 | /checkout | 
2025-09-07 22:49:58,492 | INFO | PAYMENT | FAILED | 697 | /checkout | Transaction declined
2025-09-07 22:50:00,442 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 22:50:03,205 | INFO | PAYMENT | SUCCESS | 663 | /checkout | 
2025-09-07 22:50:04,253 | INFO | PAYMENT | SUCCESS | 955 | /checkout | 
2025-09-07 22:50:05,956 | INFO | PAYMENT | SUCCESS | 159 | /checkout | 
2025-09-07 22:50:07,604 | INFO | CART | ADD | 565 | /add/9 | 
2025-09-07 22:50:09,013 | INFO | PAYMENT | SUCCESS | 902 | /checkout | 
2025-09-07 22:50:10,425 | INFO | CART | ADD | 875 | /add/9 | 
2025-09-07 22:50:12,561 | INFO | CART | ADD | 494 | /add/4 | 
2025-09-07 22:50:13,351 | INFO | CART | ADD | 597 | /add/9 | 
2025-09-07 22:50:13,915 | INFO | CART | ADD | 642 | /add/11 | 
2025-09-07 22:50:15,408 | INFO | PAYMENT | SUCCESS | 582 | /checkout | 
2025-09-07 22:50:17,856 | INFO | PAYMENT | SUCCESS | 817 | /checkout | 
2025-09-07 22:50:20,542 | INFO | CART | ADD | 469 | /add/8 | 
2025-09-07 22:50:21,677 | INFO | PAYMENT | SUCCESS | 694 | /checkout | 
2025-09-07 22:50:24,125 | INFO | PAYMENT | FAILED | 702 | /checkout | Transaction declined
2025-09-07 22:50:24,730 | INFO | PAYMENT | FAILED | 430 | /checkout | Transaction declined
2025-09-07 22:50:26,939 | INFO | PAYMENT | SUCCESS | 858 | /checkout | 
2025-09-07 22:50:29,876 | INFO | PAYMENT | FAILED | 516 | /checkout | Transaction declined
2025-09-07 22:50:31,079 | INFO | PAYMENT | SUCCESS | 731 | /checkout | 
2025-09-07 22:50:33,374 | INFO | PAYMENT | SUCCESS | 930 | /checkout | 
2025-09-07 22:50:35,254 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 22:50:38,198 | INFO | PAYMENT | SUCCESS | 496 | /checkout | 
2025-09-07 22:50:40,681 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 22:50:42,557 | INFO | PAYMENT | SUCCESS | 691 | /checkout | 
2025-09-07 22:50:45,153 | INFO | PAYMENT | SUCCESS | 985 | /checkout | 
2025-09-07 22:50:47,860 | INFO | CART | ADD | 226 | /add/5 | 
2025-09-07 22:50:50,703 | INFO | PAYMENT | SUCCESS | 246 | /checkout | 
2025-09-07 22:50:53,086 | INFO | PAYMENT | SUCCESS | 782 | /checkout | 
2025-09-07 22:50:55,762 | INFO | PAYMENT | SUCCESS | 293 | /checkout | 
2025-09-07 22:50:56,893 | INFO | PAYMENT | SUCCESS | 543 | /checkout | 
2025-09-07 22:50:59,858 | INFO | PAYMENT | SUCCESS | 352 | /checkout | 
2025-09-07 22:51:01,164 | INFO | PAYMENT | SUCCESS | 519 | /checkout | 
2025-09-07 22:51:03,373 | INFO | CART | ADD | 496 | /add/3 | 
2025-09-07 22:51:04,540 | INFO | PAYMENT | FAILED | 489 | /checkout | Transaction declined
2025-09-07 22:51:06,604 | INFO | PAYMENT | SUCCESS | 675 | /checkout | 
2025-09-07 22:51:07,247 | INFO | CART | ADD | 248 | /add/1 | 
2025-09-07 22:51:09,937 | INFO | PAYMENT | SUCCESS | 607 | /checkout | 
2025-09-07 22:51:11,689 | INFO | PAYMENT | FAILED | 463 | /checkout | Transaction declined
2025-09-07 22:51:12,313 | INFO | PAYMENT | SUCCESS | 176 | /checkout | 
2025-09-07 22:51:13,262 | INFO | PAYMENT | FAILED | 966 | /checkout | Transaction declined
2025-09-07 22:51:13,837 | INFO | PAYMENT | SUCCESS | 798 | /checkout | 
2025-09-07 22:51:15,120 | INFO | PAYMENT | SUCCESS | 426 | /checkout | 
2025-09-07 22:51:15,729 | INFO | PAYMENT | FAILED | 557 | /checkout | Transaction declined
2025-09-07 22:51:16,679 | INFO | PAYMENT | FAILED | 738 | /checkout | Transaction declined
2025-09-07 22:51:18,795 | INFO | PAYMENT | FAILED | 618 | /checkout | Transaction declined
2025-09-07 22:51:19,334 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 22:51:20,391 | INFO | PAYMENT | SUCCESS | 592 | /checkout | 
2025-09-07 22:51:21,165 | INFO | PAYMENT | SUCCESS | 410 | /checkout | 
2025-09-07 22:51:22,172 | INFO | PAYMENT | SUCCESS | 830 | /checkout | 
2025-09-07 22:51:23,341 | INFO | CART | ADD | 635 | /add/10 | 
2025-09-07 22:51:26,322 | INFO | PAYMENT | SUCCESS | 590 | /checkout | 
2025-09-07 22:51:28,584 | INFO | PAYMENT | FAILED | 123 | /checkout | Transaction declined
2025-09-07 22:51:29,411 | INFO | PAYMENT | FAILED | 497 | /checkout | Transaction declined
2025-09-07 22:51:30,166 | INFO | PAYMENT | SUCCESS | 589 | /checkout | 
2025-09-07 22:51:32,118 | INFO | PAYMENT | SUCCESS | 576 | /checkout | 
2025-09-07 22:51:32,772 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 22:51:33,322 | INFO | CART | ADD | 764 | /add/7 | 
2025-09-07 22:51:35,886 | INFO | PAYMENT | SUCCESS | 78 | /checkout | 
2025-09-07 22:51:37,609 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 22:51:40,511 | INFO | PAYMENT | SUCCESS | 456 | /checkout | 
2025-09-07 22:51:42,538 | INFO | CART | ADD | 756 | /add/11 | 
2025-09-07 22:51:44,709 | INFO | PAYMENT | SUCCESS | 497 | /checkout | 
2025-09-07 22:51:47,095 | INFO | PAYMENT | SUCCESS | 269 | /checkout | 
2025-09-07 22:51:48,044 | INFO | PAYMENT | SUCCESS | 124 | /checkout | 
2025-09-07 22:51:50,845 | INFO | CART | ADD | 763 | /add/6 | 
2025-09-07 22:51:52,248 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 22:51:55,043 | INFO | CART | ADD | 872 | /add/5 | 
2025-09-07 22:51:56,768 | INFO | PAYMENT | SUCCESS | 949 | /checkout | 
2025-09-07 22:51:57,697 | INFO | PAYMENT | SUCCESS | 811 | /checkout | 
2025-09-07 22:51:59,630 | INFO | CART | ADD | 935 | /add/6 | 
2025-09-07 22:52:01,082 | INFO | PAYMENT | SUCCESS | 757 | /checkout | 
2025-09-07 22:52:03,105 | INFO | PAYMENT | FAILED | 50 | /checkout | Transaction declined
2025-09-07 22:52:04,434 | INFO | CART | ADD | 237 | /add/4 | 
2025-09-07 22:52:05,403 | INFO | PAYMENT | FAILED | 58 | /checkout | Transaction declined
2025-09-07 22:52:07,926 | INFO | PAYMENT | SUCCESS | 502 | /checkout | 
2025-09-07 22:52:10,741 | INFO | CART | ADD | 422 | /add/3 | 
2025-09-07 22:52:12,444 | INFO | CART | ADD | 730 | /add/8 | 
2025-09-07 22:52:13,451 | INFO | PAYMENT | SUCCESS | 383 | /checkout | 
2025-09-07 22:52:14,492 | INFO | PAYMENT | FAILED | 710 | /checkout | Transaction declined
2025-09-07 22:52:15,166 | INFO | PAYMENT | SUCCESS | 393 | /checkout | 
2025-09-07 22:52:18,125 | INFO | PAYMENT | SUCCESS | 206 | /checkout | 
2025-09-07 22:52:20,674 | INFO | PAYMENT | SUCCESS | 496 | /checkout | 
2025-09-07 22:52:22,344 | INFO | CART | ADD | 854 | /add/9 | 
2025-09-07 22:52:24,779 | INFO | PAYMENT | FAILED | 694 | /checkout | Transaction declined
2025-09-07 22:52:26,277 | INFO | PAYMENT | SUCCESS | 198 | /checkout | 
2025-09-07 22:52:29,073 | INFO | PAYMENT | SUCCESS | 753 | /checkout | 
2025-09-07 22:52:31,307 | INFO | PAYMENT | FAILED | 764 | /checkout | Transaction declined
2025-09-07 22:52:33,177 | INFO | PAYMENT | FAILED | 99999 | /checkout | Possible fraud detected - unusually high amount
2025-09-07 22:52:35,813 | INFO | PAYMENT | SUCCESS | 412 | /checkout | 
2025-09-07 22:52:38,160 | INFO | CART | ADD | 495 | /add/9 | 
2025-09-07 22:52:39,858 | INFO | PAYMENT | FAILED | 563 | /checkout | Transaction declined
2025-09-07 22:52:42,798 | INFO | PAYMENT | SUCCESS | 760 | /checkout | 
2025-09-07 22:52:45,044 | INFO | PAYMENT | SUCCESS | 462 | /checkout | 
2025-09-07 22:52:46,985 | INFO | CART | ADD | 811 | /add/11 | 
2025-09-07 22:52:47,777 | INFO | CART | ADD | 773 | /add/1 | 
2025-09-07 22:52:50,737 | INFO | CART | ADD | 312 | /add/6 | 
2025-09-07 22:52:51,953 | INFO | PAYMENT | SUCCESS | 53 | /checkout | 
2025-09-07 22:52:54,464 | INFO | CART | ADD | 563 | /add/2 | 
2025-09-07 22:52:54,979 | INFO | PAYMENT | SUCCESS | 979 | /checkout | 
2025-09-07 22:52:57,772 | INFO | CART | ADD | 607 | /add/2 | 
2025-09-07 22:52:59,845 | INFO | PAYMENT | SUCCESS | 125 | /checkout | 
2025-09-07 22:53:01,937 | INFO | PAYMENT | SUCCESS | 862 | /checkout | 
2025-09-07 22:53:02,964 | INFO | PAYMENT | SUCCESS | 469 | /checkout | 
2025-09-07 22:53:03,679 | INFO | PAYMENT | SUCCESS | 814 | /checkout | 
2025-09-07 22:53:04,683 | INFO | PAYMENT | SUCCESS | 765 | /checkout | 
2025-09-07 22:53:06,202 | INFO | CART | ADD | 858 | /add/8 | 
2025-09-07 22:53:08,883 | INFO | PAYMENT | FAILED | 444 | /checkout | Transaction declined
2025-09-07 22:53:11,723 | INFO | PAYMENT | FAILED | 840 | /checkout | Transaction declined
2025-09-07 22:53:12,434 | INFO | CART | ADD | 779 | /add/1 | 
2025-09-07 22:53:14,352 | INFO | PAYMENT | SUCCESS | 700 | /checkout | 
2025-09-07 22:53:15,852 | INFO | PAYMENT | SUCCESS | 387 | /checkout | 
2025-09-07 22:53:18,431 | INFO | CART | ADD | 439 | /add/11 | 
2025-09-07 22:53:19,004 | INFO | PAYMENT | SUCCESS | 70 | /checkout | 
2025-09-07 22:53:21,140 | INFO | CART | ADD | 472 | /add/11 | 
2025-09-07 22:53:23,527 | INFO | PAYMENT | FAILED | 900 | /checkout | Transaction declined
2025-09-07 22:53:24,369 | INFO | CART | ADD | 739 | /add/11 | 
2025-09-07 22:53:25,810 | INFO | PAYMENT | SUCCESS | 436 | /checkout | 
2025-09-07 22:53:26,818 | INFO | CART | ADD | 368 | /add/5 | 
2025-09-07 22:53:28,341 | INFO | PAYMENT | SUCCESS | 436 | /checkout | 
2025-09-07 22:53:29,746 | INFO | CART | ADD | 340 | /add/2 | 
2025-09-07 22:53:30,492 | INFO | PAYMENT | FAILED | 133 | /checkout | Transaction declined
2025-09-07 22:53:33,130 | INFO | PAYMENT | SUCCESS | 217 | /checkout | 
2025-09-07 22:53:35,110 | INFO | PAYMENT | SUCCESS | 687 | /checkout | 
2025-09-07 22:53:35,621 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 22:53:37,596 | INFO | PAYMENT | SUCCESS | 778 | /checkout | 
2025-09-07 22:53:38,135 | INFO | CART | ADD | 838 | /add/7 | 
2025-09-07 22:53:40,169 | INFO | PAYMENT | SUCCESS | 345 | /checkout | 
2025-09-07 22:53:42,046 | INFO | PAYMENT | FAILED | 316 | /checkout | Transaction declined
2025-09-07 22:53:43,196 | INFO | PAYMENT | FAILED | 812 | /checkout | Transaction declined
2025-09-07 22:53:44,642 | INFO | CART | ADD | 401 | /add/3 | 
2025-09-07 22:53:45,384 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 22:53:45,999 | INFO | CART | ADD | 223 | /add/2 | 
2025-09-07 22:53:47,701 | INFO | PAYMENT | SUCCESS | 538 | /checkout | 
2025-09-07 22:53:48,221 | INFO | PAYMENT | FAILED | 124 | /checkout | Transaction declined
2025-09-07 22:53:50,275 | INFO | PAYMENT | SUCCESS | 212 | /checkout | 
2025-09-07 22:53:51,461 | INFO | CART | ADD | 631 | /add/11 | 
2025-09-07 22:53:52,979 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 22:53:54,176 | INFO | CART | ADD | 351 | /add/11 | 
2025-09-07 22:53:56,314 | INFO | PAYMENT | SUCCESS | 969 | /checkout | 
2025-09-07 22:53:58,565 | INFO | PAYMENT | FAILED | 955 | /checkout | Transaction declined
2025-09-07 22:54:00,814 | INFO | PAYMENT | FAILED | 307 | /checkout | Transaction declined
2025-09-07 22:54:03,221 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 22:54:04,895 | INFO | CART | ADD | 839 | /add/2 | 
2025-09-07 22:54:05,519 | INFO | CART | ADD | 685 | /add/9 | 
2025-09-07 22:54:06,676 | INFO | PAYMENT | SUCCESS | 227 | /checkout | 
2025-09-07 22:54:07,775 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 22:54:10,262 | INFO | PAYMENT | SUCCESS | 152 | /checkout | 
2025-09-07 22:54:10,868 | INFO | CART | ADD | 50 | /add/1 | Unusually low amount - possible testing
2025-09-07 22:54:12,046 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 22:54:13,653 | INFO | CART | ADD | 313 | /add/3 | 
2025-09-07 22:54:14,693 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 22:54:16,477 | INFO | PAYMENT | SUCCESS | 192 | /checkout | 
2025-09-07 22:54:18,545 | INFO | PAYMENT | FAILED | 764 | /checkout | Transaction declined
2025-09-07 22:54:21,510 | INFO | CART | ADD | 50 | /add/1 | Unusually low amount - possible testing
2025-09-07 22:54:22,670 | INFO | PAYMENT | SUCCESS | 345 | /checkout | 
2025-09-07 22:54:23,415 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 22:54:24,965 | INFO | PAYMENT | SUCCESS | 593 | /checkout | 
2025-09-07 22:54:27,776 | INFO | PAYMENT | FAILED | 185 | /checkout | Transaction declined
2025-09-07 22:54:28,536 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 22:54:30,629 | INFO | PAYMENT | SUCCESS | 735 | /checkout | 
2025-09-07 22:54:33,110 | INFO | CART | ADD | 873 | /add/6 | 
2025-09-07 22:54:35,394 | INFO | CART | ADD | 697 | /add/8 | 
2025-09-07 22:54:37,957 | INFO | PAYMENT | SUCCESS | 508 | /checkout | 
2025-09-07 22:54:38,828 | INFO | PAYMENT | SUCCESS | 305 | /checkout | 
2025-09-07 22:54:40,930 | INFO | PAYMENT | SUCCESS | 758 | /checkout | 
2025-09-07 22:54:42,548 | INFO | SECURITY | FAILED | 0 | /login | FAILED LOGIN attempt user=admin
2025-09-07 22:54:44,548 | INFO | PAYMENT | SUCCESS | 197 | /checkout | 
2025-09-07 22:54:46,621 | INFO | PAYMENT | FAILED | 802 | /checkout | Transaction declined
2025-09-07 22:54:48,992 | INFO | PAYMENT | FAILED | 417 | /checkout | Transaction declined
2025-09-07 22:54:50,191 | INFO | PAYMENT | SUCCESS | 243 | /checkout | 
2025-09-07 22:54:51,528 | INFO | CART | ADD | 513 | /add/6 | 
2025-09-07 22:54:53,276 | INFO | SECURITY | FAILED | 0 | /admin | Unauthorized access attempt
2025-09-07 22:54:54,931 | INFO | CART | ADD | 286 | /add/6 | 
2025-09-07 22:54:56,208 | INFO | PAYMENT | FAILED | 266 | /checkout | Transaction declined
2025-09-07 22:54:57,214 | INFO | SECURITY | FAILED | 0 | /search | SQL Injection attempt id=' OR '1'='1
2025-09-07 22:54:59,280 | INFO | PAYMENT | SUCCESS | 383 | /checkout | 
2025-09-07 22:54:59,850 | INFO | PAYMENT | SUCCESS | 764 | /checkout | 
2025-09-07 22:55:00,596 | INFO | CART | ADD | 435 | /add/2 | 
2025-09-07 22:55:05,371 | INFO | PAYMENT | FAILED | 178 | /checkout | Transaction declined
2025-09-07 22:55:08,363 | INFO | PAYMENT | SUCCESS | 100 | /checkout | 
2025-09-07 22:55:38,007 | INFO | PAYMENT | FAILED | 892 | /checkout | Transaction declined
2025-09-07 22:55:40,591 | INFO | PAYMENT | SUCCESS | 893 | /checkout | 
2025-09-07 22:55:42,402 | INFO | CART | ADD | 730 | /add/5 | 
2025-09-07 22:58:16,576 | INFO | PAYMENT | SUCCESS | 149 | /checkout | 
2025-09-07 22:58:19,004 | INFO | PAYMENT | SUCCESS | 15000 | /checkout | Suspicious high-value transaction
2025-09-07 22:58:21,194 | INFO | PAYMENT | FAILED | 331 | /checkout | Transaction declined
